	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_description	vogdb_categories	heme_regulatory_motif_count
PKUV01_ENA|PKUV01000171|PKUV01000171.1_2	PKUV01	ENA|PKUV01000171|PKUV01000171.1	2	731	1678	1	A	K06958	aba:Acid345_3782  hypothetical protein; K06958 UPF0042 nucleotide-binding protein	True	0.7340000000000001	422.0	1.6089999999999993e-130								P-loop ATPase protein family [PF03668.15]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_3	PKUV01	ENA|PKUV01000171|PKUV01000171.1	3	1785	3686	1	A	K11085	aba:Acid345_3781  ABC transporter, ATPase subunit; K11085 ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	True	0.684	827.0	1.2689999999999987e-264								ABC transporter [PF00005.27]; ABC transporter transmembrane region [PF00664.23]; RecF/RecN/SMC N terminal domain [PF02463.19]; UPF0113 Pre-PUA domain [PF17833.1]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_4	PKUV01	ENA|PKUV01000171|PKUV01000171.1	4	3714	4601	1	A		aba:Acid345_3780  hypothetical protein	True	0.613	356.0	4.471e-108								YicC-like family, N-terminal region [PF03755.13]; Domain of unknown function (DUF1732) [PF08340.11]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_5	PKUV01	ENA|PKUV01000171|PKUV01000171.1	5	4598	5290	1	C	K00942	aba:Acid345_3778  guanylate kinase; K00942 guanylate kinase [EC:2.7.4.8]	False	0.5920000000000001	256.0	1.3939999999999996e-74								Guanylate kinase [PF00625.21]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_6	PKUV01	ENA|PKUV01000171|PKUV01000171.1	6	5309	5548	1	C	K03060	aba:Acid345_3777  DNA-directed RNA polymerase, omega subunit; K03060 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	False	0.61	94.0	1.373e-21								RNA polymerase Rpb6 [PF01192.22]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_7	PKUV01	ENA|PKUV01000171|PKUV01000171.1	7	5687	6898	1	A	K13038	aba:Acid345_3776  phosphopantothenoylcysteine decarboxylase / phosphopantothenate-cysteine ligase; K13038 phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	True	0.654	527.0	1.8319999999999988e-165								DNA / pantothenate metabolism flavoprotein [PF04127.15]; Flavoprotein [PF02441.19]		sp|P94063|HAL3B_ARATH Probable phosphopantothenoylcysteine decarboxylase; Xh	Xh	0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_8	PKUV01	ENA|PKUV01000171|PKUV01000171.1	8	7060	7956	1	C	K02334	aba:Acid345_3775  phage SPO1 DNA polymerase-related protein; K02334 DNA polymerase bacteriophage-type [EC:2.7.7.7]	False	0.5760000000000001	332.0	1.0949999999999993e-99								Uracil DNA glycosylase superfamily [PF03167.19]		REFSEQ uracil-DNA glycosylase; Xu	Xu	0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_9	PKUV01	ENA|PKUV01000171|PKUV01000171.1	9	8085	8699	1	C		ppw:PputW619_3599  hypothetical protein	False	0.344	117.0	3.6579999999999995e-27												0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_10	PKUV01	ENA|PKUV01000171|PKUV01000171.1	10	8732	11251	1	A	K04066	sus:Acid_0690  replication restart DNA helicase PriA; K04066 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	True	0.478	731.0	6.998999999999992e-228								3′ DNA-binding domain (3′BD) [PF17764.1]; Primosomal protein N C-terminal domain [PF18074.1]; Type III restriction enzyme, res subunit [PF04851.15]; PriA DNA helicase Cys-rich region (CRR) domain [PF18319.1]; DEAD/DEAH box helicase [PF00270.29]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_11	PKUV01	ENA|PKUV01000171|PKUV01000171.1	11	11339	12400	-1	C		aba:Acid345_1182  peptidase M50	False	0.525	316.0	4.124999999999998e-93	MER0065460	M50B	MER0065460 - PF0392 g.p. ({Pyrococcus furiosus}) (Koribacter versatilis) [M50.A04]#M50B#{peptidase unit: 79-307}~source YP_590259~	False	0.591	269.0	4.445999999999998e-78					0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_12	PKUV01	ENA|PKUV01000171|PKUV01000171.1	12	12496	12765	-1	C	K03530	aba:Acid345_1185  histone-like DNA-binding protein; K03530 DNA-binding protein HU-beta	False	0.91	171.0	3.401e-48								Bacterial DNA-binding protein [PF00216.21]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_13	PKUV01	ENA|PKUV01000171|PKUV01000171.1	13	12813	12926	-1	E																		0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_14	PKUV01	ENA|PKUV01000171|PKUV01000171.1	14	13002	13553	1	A	K01494	aba:Acid345_1186  dcd; deoxycytidine triphosphate deaminase; K01494 dCTP deaminase [EC:3.5.4.13]	True	0.926	355.0	5.2109999999999996e-110								dUTPase [PF00692.19]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.11]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_15	PKUV01	ENA|PKUV01000171|PKUV01000171.1	15	13872	15605	1	A		sfu:Sfum_1870  TPR repeat-containing protein	True	0.4	415.0	1.619999999999999e-123								Tetratricopeptide repeat [PF13429.6]; Tetratricopeptide repeat [PF13431.6]; TPR repeat [PF13414.6]; Tetratricopeptide repeat-like domain [PF09976.9]				0
PKUV01_ENA|PKUV01000171|PKUV01000171.1_16	PKUV01	ENA|PKUV01000171|PKUV01000171.1	16	15651	16103	-1	C		aba:Acid345_1188  hypothetical protein	False	0.56	145.0	8.991000000000001e-38								Hfq protein [PF17209.3]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_1	PKUV01	ENA|PKUV01000172|PKUV01000172.1	1	62	388	1	E																		0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_2	PKUV01	ENA|PKUV01000172|PKUV01000172.1	2	555	1592	1	C		dti:Desti_3410  hypothetical protein	False	0.344	190.0	5.614999999999998e-50								N-6 DNA Methylase [PF02384.16]; Methyltransferase small domain [PF05175.14]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_3	PKUV01	ENA|PKUV01000172|PKUV01000172.1	3	1589	2263	1	E																		0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_4	PKUV01	ENA|PKUV01000172|PKUV01000172.1	4	2334	3809	1	C		tsh:Tsac_2705  DEAD/DEAH box helicase	False	0.34700000000000003	251.0	7.881999999999997e-69												0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_5	PKUV01	ENA|PKUV01000172|PKUV01000172.1	5	3806	4672	1	C		tsh:Tsac_2705  DEAD/DEAH box helicase	False	0.515	200.0	2.3839999999999997e-54								Helicase conserved C-terminal domain [PF00271.31]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_6	PKUV01	ENA|PKUV01000172|PKUV01000172.1	6	4845	5579	1	C		sus:Acid_2524  hypothetical protein	False	0.71	340.0	1.3899999999999996e-103								Domain of unknown function (DUF932) [PF06067.11]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_7	PKUV01	ENA|PKUV01000172|PKUV01000172.1	7	5693	5791	1	E																		0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_8	PKUV01	ENA|PKUV01000172|PKUV01000172.1	8	5788	7095	-1	C		pjd:Pjdr2_3063  hypothetical protein	False	0.256	66.0	1.063e-08								BNR repeat-like domain [PF13088.6]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_9	PKUV01	ENA|PKUV01000172|PKUV01000172.1	9	7188	8402	-1	A		gma:AciX8_1931  esterase	True	0.722	477.0	5.7539999999999975e-148	MER0129099	S09X	MER0129099 - family S9 unassigned peptidases (Spirosoma linguale) [S09.UPW]#S09X#{peptidase unit: 271-527}~source ADB37393~	False	0.877	150.0	4.4039999999999985e-37	Putative esterase [PF00756.20]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_10	PKUV01	ENA|PKUV01000172|PKUV01000172.1	10	8420	10717	-1	C	K01301	aba:Acid345_2819  glutamate carboxypeptidase II; K01301 glutamate carboxypeptidase II [EC:3.4.17.21]	False	0.638	952.0	1.489999999999998e-305	MER0065559	M28B	MER0065559 - ALTERED MERISTEM PROGRAM1-like peptidase (Koribacter versatilis) [M28.007]#M28B#{peptidase unit: 271-547}~source YP_591894~	False	0.6859999999999999	381.0	1.2769999999999999e-110	Peptidase family M28 [PF04389.17]; Transferrin receptor-like dimerisation domain [PF04253.15]; PA domain [PF02225.22]				0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_11	PKUV01	ENA|PKUV01000172|PKUV01000172.1	11	11179	11553	1	C		sus:Acid_2524  hypothetical protein	False	0.752	181.0	9.257e-51												0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_12	PKUV01	ENA|PKUV01000172|PKUV01000172.1	12	11667	11948	1	C		rxy:Rxyl_1839  plasmid-like protein	False	0.581	93.0	1.2919999999999995e-20												0
PKUV01_ENA|PKUV01000172|PKUV01000172.1_13	PKUV01	ENA|PKUV01000172|PKUV01000172.1	13	11855	12358	-1	C		gma:AciX8_3071  Peptidase S53 propeptide	False	0.557	165.0	1.944e-44	MER0314776	S53	MER0314776 - family S53 unassigned peptidases (Granulicella mallensis) [S53.UPW]#S53#{peptidase unit: 229-682}~source YP_005058404~	False	0.609	137.0	9.666e-36					0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_1	PKUV01	ENA|PKUV01000173|PKUV01000173.1	1	82	360	1	C	K07491	aca:ACP_0645  hypothetical protein; K07491 putative transposase	False	0.669	102.0	4.4809999999999985e-24												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_2	PKUV01	ENA|PKUV01000173|PKUV01000173.1	2	520	750	-1	C		aba:Acid345_3765  two component LuxR family transcriptional regulator	False	0.623	68.0	2.829e-12								Bacterial regulatory proteins, luxR family [PF00196.19]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_3	PKUV01	ENA|PKUV01000173|PKUV01000173.1	3	1306	3297	1	A	K03702	aba:Acid345_1782  excinuclease ABC subunit B; K03702 excinuclease ABC subunit B	True	0.831	1135.0	0.0								Type III restriction enzyme, res subunit [PF04851.15]; UvrB interaction domain [PF17757.1]; Ultra-violet resistance protein B [PF12344.8]; Helicase conserved C-terminal domain [PF00271.31]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_4	PKUV01	ENA|PKUV01000173|PKUV01000173.1	4	3604	4023	1	C		sfu:Sfum_1407  PilT domain-containing protein	False	0.46	111.0	3.3839999999999986e-26								PIN domain [PF01850.21]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_5	PKUV01	ENA|PKUV01000173|PKUV01000173.1	5	4179	4691	1	C		acm:AciX9_4398  hypothetical protein	False	0.531	162.0	3.7670000000000006e-43								Protein of unknown function (DUF1003) [PF06210.11]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_6	PKUV01	ENA|PKUV01000173|PKUV01000173.1	6	6191	6739	1	C		sus:Acid_4568  transport-associated protein	False	0.511	173.0	6.7599999999999995e-47								BON domain [PF04972.17]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_7	PKUV01	ENA|PKUV01000173|PKUV01000173.1	7	6964	7137	1	C		tsa:AciPR4_3117  hypothetical protein	False	0.622	71.0	6.425e-14												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_8	PKUV01	ENA|PKUV01000173|PKUV01000173.1	8	7181	8479	1	A		sus:Acid_6457  natural resistance-associated macrophage protein	True	0.674	544.0	8.653999999999997e-171								Natural resistance-associated macrophage protein [PF01566.18]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_9	PKUV01	ENA|PKUV01000173|PKUV01000173.1	9	8854	9432	1	C		aba:Acid345_3971  secreted protein	False	0.5720000000000001	207.0	2.449e-58												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_10	PKUV01	ENA|PKUV01000173|PKUV01000173.1	10	9985	10707	1	C		sus:Acid_4987  hypothetical protein	False	0.324	83.0	5.119e-15												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_11	PKUV01	ENA|PKUV01000173|PKUV01000173.1	11	10824	11003	1	C		gem:GM21_0468  CsbD family protein	False	0.601	67.0	1.713e-12								CsbD-like [PF05532.12]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_12	PKUV01	ENA|PKUV01000173|PKUV01000173.1	12	11050	11235	-1	E																		0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_13	PKUV01	ENA|PKUV01000173|PKUV01000173.1	13	11533	12228	1	C		rfr:Rfer_1963  hypothetical protein	False	0.679	308.0	1.2869999999999994e-92								VIT family [PF01988.19]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_14	PKUV01	ENA|PKUV01000173|PKUV01000173.1	14	12512	13231	-1	C		aba:Acid345_1781  histidine kinase A-like	False	0.33	117.0	1.594e-26												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_15	PKUV01	ENA|PKUV01000173|PKUV01000173.1	15	13348	14298	-1	C		aba:Acid345_1780  hypothetical protein	False	0.374	189.0	2.928999999999999e-50												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_16	PKUV01	ENA|PKUV01000173|PKUV01000173.1	16	14295	14675	-1	C		aba:Acid345_1779  hypothetical protein	False	0.458	97.0	1.229e-21												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_17	PKUV01	ENA|PKUV01000173|PKUV01000173.1	17	15035	16438	-1	C		aba:Acid345_3269  two component, sigma54 specific, Fis family transcriptional regulator	False	0.522	443.0	4.144999999999998e-135								Sigma-54 interaction domain [PF00158.26]; Sigma-54 interaction domain [PF14532.6]; Response regulator receiver domain [PF00072.24]; Bacterial regulatory protein, Fis family [PF02954.19]; AAA domain (dynein-related subfamily) [PF07728.14]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_18	PKUV01	ENA|PKUV01000173|PKUV01000173.1	18	16435	16839	-1	C		aba:Acid345_1777  response regulator receiver protein	False	0.653	159.0	7.065000000000001e-43												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_19	PKUV01	ENA|PKUV01000173|PKUV01000173.1	19	16836	20657	-1	A	K02482	aba:Acid345_1776  signal transduction histidine kinase, nitrogen specific, NtrB; K02482 two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	True	0.444	989.0	1.694e-309								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.26]; PAS fold [PF08448.10]; His Kinase A (phospho-acceptor) domain [PF00512.25]; PAS fold [PF00989.25]; GAF domain [PF13492.6]; PAS domain [PF13426.7]; GAF domain [PF13185.6]; GAF domain [PF01590.26]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_20	PKUV01	ENA|PKUV01000173|PKUV01000173.1	20	21033	21371	1	C		aba:Acid345_1775  TonB-like protein	False	0.501	98.0	4.931e-22								Gram-negative bacterial TonB protein C-terminal [PF03544.14]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_21	PKUV01	ENA|PKUV01000173|PKUV01000173.1	21	21418	23409	1	A	K03406	aba:Acid345_1774  methyl-accepting chemotaxis sensory transducer; K03406 methyl-accepting chemotaxis protein	True	0.598	735.0	1.9829999999999978e-232	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.308	96.0	1.396e-18	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.21]; HAMP domain [PF00672.25]; Cache domain [PF02743.18]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_22	PKUV01	ENA|PKUV01000173|PKUV01000173.1	22	23423	23941	1	C	K03408	aba:Acid345_1773  CheW protein; K03408 purine-binding chemotaxis protein CheW	False	0.687	200.0	2.166e-56								CheW-like domain [PF01584.19]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_23	PKUV01	ENA|PKUV01000173|PKUV01000173.1	23	23961	24863	1	A	K00575	aba:Acid345_1772  MCP methyltransferase, CheR-type; K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	True	0.759	449.0	2.209999999999999e-140								CheR methyltransferase, SAM binding domain [PF01739.18]; CheR methyltransferase, all-alpha domain [PF03705.15]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_24	PKUV01	ENA|PKUV01000173|PKUV01000173.1	24	24884	27064	1	A	K03407	aba:Acid345_1771  CheA signal transduction histidine kinases; K03407 two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	True	0.48	627.0	6.393999999999994e-194								CheW-like domain [PF01584.19]; Signal transducing histidine kinase, homodimeric domain [PF02895.14]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.26]; Hpt domain [PF01627.23]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_25	PKUV01	ENA|PKUV01000173|PKUV01000173.1	25	27061	28161	1	A	K03412	aba:Acid345_1770  response regulator receiver modulated CheB methylesterase; K03412 two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]	True	0.596	407.0	2.256999999999998e-124								CheB methylesterase [PF01339.17]; Response regulator receiver domain [PF00072.24]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_26	PKUV01	ENA|PKUV01000173|PKUV01000173.1	26	28218	28658	1	C		aba:Acid345_1769  response regulator receiver protein, CheY	False	0.799	238.0	3.3649999999999996e-70								Response regulator receiver domain [PF00072.24]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_27	PKUV01	ENA|PKUV01000173|PKUV01000173.1	27	28661	29161	1	C	K03409	aba:Acid345_1768  CheC-like protein; K03409 chemotaxis protein CheX	False	0.637	199.0	3.117e-56								Chemotaxis phosphatase CheX [PF13690.6]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_28	PKUV01	ENA|PKUV01000173|PKUV01000173.1	28	29380	31053	-1	C		aba:Acid345_1767  YVTN beta-propeller repeat-containing protein	False	0.198	94.0	3.0659999999999996e-17												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_29	PKUV01	ENA|PKUV01000173|PKUV01000173.1	29	31733	32476	1	C		aca:ACP_0983  hypothetical protein	False	0.369	150.0	6.743999999999998e-38								Integral membrane protein DUF92 [PF01940.16]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_30	PKUV01	ENA|PKUV01000173|PKUV01000173.1	30	32615	33133	-1	C		aba:Acid345_1463  hypothetical protein	False	0.618	202.0	4.477e-57								rod shape-determining protein MreD [PF04093.12]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_31	PKUV01	ENA|PKUV01000173|PKUV01000173.1	31	33135	34340	-1	C	K03570	aba:Acid345_1462  rod shape-determining protein MreC; K03570 rod shape-determining protein MreC	False	0.569	342.0	2.083999999999999e-101								rod shape-determining protein MreC [PF04085.14]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_32	PKUV01	ENA|PKUV01000173|PKUV01000173.1	32	34456	35457	-1	A	K03569	aba:Acid345_1461  rod shape-determining protein MreB; K03569 rod shape-determining protein MreB and related proteins	True	0.905	631.0	1.161999999999999e-202								MreB/Mbl protein [PF06723.13]; Hsp70 protein [PF00012.20]; Cell division protein FtsA [PF14450.6]; Type IV pilus assembly protein PilM; [PF11104.8]; Actin [PF00022.19]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_33	PKUV01	ENA|PKUV01000173|PKUV01000173.1	33	35708	36997	-1	A		aba:Acid345_1460  fibronectin, type III	True	0.5589999999999999	458.0	7.985999999999997e-141												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_34	PKUV01	ENA|PKUV01000173|PKUV01000173.1	34	37153	37428	-1	E																		0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_35	PKUV01	ENA|PKUV01000173|PKUV01000173.1	35	37432	37647	-1	E																		0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_36	PKUV01	ENA|PKUV01000173|PKUV01000173.1	36	37920	39458	1	A	K00128	aba:Acid345_1459  aldehyde dehydrogenase; K00128 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	True	0.821	848.0	2.529999999999997e-274								Aldehyde dehydrogenase family [PF00171.22]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_37	PKUV01	ENA|PKUV01000173|PKUV01000173.1	37	39585	40793	1	A	K14260	aba:Acid345_1458  aminotransferase; K14260 alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	True	0.634	499.0	1.194999999999999e-155								Aminotransferase class I and II [PF00155.21]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.17]; Cys/Met metabolism PLP-dependent enzyme [PF01053.20]; Beta-eliminating lyase [PF01212.21]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_38	PKUV01	ENA|PKUV01000173|PKUV01000173.1	38	40978	41586	-1	C	K00587	aba:Acid345_1952  isoprenylcysteine carboxyl methyltransferase; K00587 protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]	False	0.298	86.0	1.6130000000000003e-16								Phospholipid methyltransferase [PF04191.13]; Isoprenylcysteine carboxyl methyltransferase (ICMT) family [PF04140.14]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_39	PKUV01	ENA|PKUV01000173|PKUV01000173.1	39	41692	42489	1	C		rtr:RTCIAT899_CH10435  Sel1 domain-containing protein	False	0.365	108.0	2.2249999999999998e-23								Sel1 repeat [PF08238.12]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_40	PKUV01	ENA|PKUV01000173|PKUV01000173.1	40	42628	43113	1	C		app:CAP2UW1_1322  hypothetical protein	False	0.58	156.0	2.898e-41												0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_41	PKUV01	ENA|PKUV01000173|PKUV01000173.1	41	43113	43829	1	C		app:CAP2UW1_1321  RES domain-containing protein	False	0.507	209.0	2.5489999999999994e-58								RES domain [PF08808.11]				0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_42	PKUV01	ENA|PKUV01000173|PKUV01000173.1	42	43906	44913	-1	A	K06041	aba:Acid345_1058  KpsF/GutQ family protein; K06041 arabinose-5-phosphate isomerase [EC:5.3.1.13]	True	0.71	479.0	5.882999999999995e-150								SIS domain [PF01380.22]; CBS domain [PF00571.28]		sp|Q47334|KPSF5_ECOLX Arabinose 5-phosphate isomerase KpsF; Xh	Xh	0
PKUV01_ENA|PKUV01000173|PKUV01000173.1_43	PKUV01	ENA|PKUV01000173|PKUV01000173.1	43	45124	46371	1	A		aba:Acid345_3623  citrate transporter	True	0.5539999999999999	418.0	2.6289999999999984e-127								Arsenical pump membrane protein [PF02040.15]; Citrate transporter [PF03600.16]; Sodium:sulfate symporter transmembrane region [PF00939.19]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_1	PKUV01	ENA|PKUV01000174|PKUV01000174.1	1	202	456	1	E																		0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_2	PKUV01	ENA|PKUV01000174|PKUV01000174.1	2	627	1838	-1	A	K11927	aba:Acid345_2893  DEAD/DEAH box helicase-like; K11927 ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	True	0.617	486.0	5.472999999999997e-151								DEAD/DEAH box helicase [PF00270.29]; Helicase conserved C-terminal domain [PF00271.31]; Type III restriction enzyme, res subunit [PF04851.15]		sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_3	PKUV01	ENA|PKUV01000174|PKUV01000174.1	3	2514	2885	1	E																		0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_4	PKUV01	ENA|PKUV01000174|PKUV01000174.1	4	3301	5499	-1	C		aba:Acid345_0427  cellulase precursor	False	0.677	963.0	7.502e-310								Glycosyl hydrolases family 39 [PF01229.17]; F5/8 type C domain [PF00754.25]	CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278). [CBM32]			0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_5	PKUV01	ENA|PKUV01000174|PKUV01000174.1	5	5669	6373	-1	C		tsa:AciPR4_0446  hypothetical protein	False	0.524	216.0	1.0359999999999998e-60								Domain of unknown function (DUF1905) [PF08922.11]; Bacteriocin-protection, YdeI or OmpD-Associated [PF13376.6]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_6	PKUV01	ENA|PKUV01000174|PKUV01000174.1	6	6473	7552	1	C		aba:Acid345_3904  Sel1	False	0.477	80.0	2.882e-13												0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_7	PKUV01	ENA|PKUV01000174|PKUV01000174.1	7	7678	8250	-1	C	K00331	acm:AciX9_2270  NADH-quinone oxidoreductase subunit B (EC:1.6.99.5); K00331 NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	False	0.8009999999999999	296.0	1.8699999999999996e-89								NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.22]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_8	PKUV01	ENA|PKUV01000174|PKUV01000174.1	8	8345	8584	-1	C		rrs:RoseRS_3426  hypothetical protein	False	0.608	88.0	2.198e-19												0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_9	PKUV01	ENA|PKUV01000174|PKUV01000174.1	9	8659	9681	-1	A		aba:Acid345_2645  zinc-binding alcohol dehydrogenase	True	0.6629999999999999	449.0	2.4579999999999982e-139								Alcohol dehydrogenase GroES-like domain [PF08240.12]; Zinc-binding dehydrogenase [PF00107.26]; Zinc-binding dehydrogenase [PF13602.6]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_10	PKUV01	ENA|PKUV01000174|PKUV01000174.1	10	10239	11078	1	A	K07402	aba:Acid345_2647  hypothetical protein; K07402 xanthine dehydrogenase accessory factor	True	0.797	417.0	1.933999999999999e-129								XdhC Rossmann domain [PF13478.6]; XdhC and CoxI family [PF02625.16]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_11	PKUV01	ENA|PKUV01000174|PKUV01000174.1	11	11237	11809	1	C	K05873	aba:Acid345_2026  adenylate cyclase; K05873 adenylate cyclase, class 2 [EC:4.6.1.1]	False	0.616	219.0	1.2859999999999998e-62								CYTH domain [PF01928.21]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_12	PKUV01	ENA|PKUV01000174|PKUV01000174.1	12	12042	15056	-1	A	K03070	aba:Acid345_2855  protein translocase subunit secA; K03070 preprotein translocase subunit SecA	True	0.74	1500.0	0.0								SecA DEAD-like domain [PF07517.14]; SecA Wing and Scaffold domain [PF07516.13]; SecA preprotein cross-linking domain [PF01043.20]; SEC-C motif [PF02810.15]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_13	PKUV01	ENA|PKUV01000174|PKUV01000174.1	13	15464	18343	1	A	K01897	aba:Acid345_2858  AMP-dependent synthetase and ligase; K01897 long-chain acyl-CoA synthetase [EC:6.2.1.3]	True	0.5529999999999999	980.0	9.803e-312								AMP-binding enzyme [PF00501.28]; Acyltransferase [PF01553.21]; Phosphopantetheine attachment site [PF00550.25]				0
